Star,Paper,Identifier,T_eff,T_eff_err,logg,logg_err,atmosphere,mass,mass_err,RA,Dec,Gaia_designation,parallax,parallax_err,mixing_zone_mass,mag_field,mag_field_err,infrared_excess,gas_component,binary,binary_separation,time_since_acc_ended,origin,comment,log(H/H(e)),log(H/H(e))e,log(He/H(e)),log(He/H(e))e,log(Li/H(e)),log(Li/H(e))e,Acc_rate_Li_steady_state,Sinking_time_Li,mass_fraction_Li,log(Be/H(e)),log(Be/H(e))e,Acc_rate_Be_steady_state,Sinking_time_Be,log(C/H(e)),log(C/H(e))e,Acc_rate_C_steady_state,Sinking_time_C,mass_fraction_C,log(N/H(e)),log(N/H(e))e,Acc_rate_N_steady_state,Sinking_time_N,mass_fraction_N,log(O/H(e)),log(O/H(e))e,Acc_rate_O_steady_state,Acc_rate_O_increasing,Acc_rate_O_decreasing,Sinking_time_O,mass_fraction_O,log(Na/H(e)),log(Na/H(e))e,Acc_rate_Na_steady_state,Acc_rate_Na_increasing,Acc_rate_Na_decreasing,Sinking_time_Na,mass_fraction_Na,log(Mg/H(e)),log(Mg/H(e))e,Acc_rate_Mg_steady_state,Acc_rate_Mg_increasing,Acc_rate_Mg_decreasing,Sinking_time_Mg,mass_fraction_Mg,log(Al/H(e)),log(Al/H(e))e,Acc_rate_Al_steady_state,Acc_rate_Al_increasing,Acc_rate_Al_decreasing,Sinking_time_Al,mass_fraction_Al,log(Si/H(e)),log(Si/H(e))e,Acc_rate_Si_steady_state,Acc_rate_Si_increasing,Acc_rate_Si_decreasing,Sinking_time_Si,mass_fraction_Si,log(P/H(e)),log(P/H(e))e,Acc_rate_P_steady_state,Sinking_time_P,mass_fraction_P,log(S/H(e)),log(S/H(e))e,Acc_rate_S_steady_state,Sinking_time_S,mass_fraction_S,log(Cl/H(e)),log(Cl/H(e))e,Acc_rate_Cl_steady_state,Sinking_time_Cl,mass_fraction_Cl,log(Ar/H(e)),log(Ar/H(e))e,log(K/H(e)),log(K/H(e))e,Acc_rate_K_steady_state,Sinking_time_K,log(Ca/H(e)),log(Ca/H(e))e,Acc_rate_Ca_steady_state,Acc_rate_Ca_increasing,Acc_rate_Ca_decreasing,Sinking_time_Ca,mass_fraction_Ca,log(Sc/H(e)),log(Sc/H(e))e,Acc_rate_Sc_steady_state,Sinking_time_Sc,mass_fraction_Sc,log(Ti/H(e)),log(Ti/H(e))e,Acc_rate_Ti_steady_state,Acc_rate_Ti_increasing,Acc_rate_Ti_decreasing,Sinking_time_Ti,mass_fraction_Ti,log(V/H(e)),log(V/H(e))e,Acc_rate_V_steady_state,Sinking_time_V,mass_fraction_V,log(Cr/H(e)),log(Cr/H(e))e,Acc_rate_Cr_steady_state,Acc_rate_Cr_increasing,Acc_rate_Cr_decreasing,Sinking_time_Cr,mass_fraction_Cr,log(Mn/H(e)),log(Mn/H(e))e,Acc_rate_Mn_steady_state,Acc_rate_Mn_increasing,Acc_rate_Mn_decreasing,Sinking_time_Mn,mass_fraction_Mn,log(Fe/H(e)),log(Fe/H(e))e,Acc_rate_Fe_steady_state,Acc_rate_Fe_increasing,Acc_rate_Fe_decreasing,Sinking_time_Fe,mass_fraction_Fe,log(Co/H(e)),log(Co/H(e))e,Acc_rate_Co_steady_state,Sinking_time_Co,mass_fraction_Co,log(Ni/H(e)),log(Ni/H(e))e,Acc_rate_Ni_steady_state,Acc_rate_Ni_increasing,Acc_rate_Ni_decreasing,Sinking_time_Ni,mass_fraction_Ni,log(Cu/H(e)),log(Cu/H(e))e,Acc_rate_Cu_steady_state,Sinking_time_Cu,mass_fraction_Cu,log(Zn/H(e)),log(Zn/H(e))e,Acc_rate_Zn_steady_state,Sinking_time_Zn,log(Ga/H(e)),log(Ga/H(e))e,Acc_rate_Ga_steady_state,Sinking_time_Ga,mass_fraction_Ga,log(Ge/H(e)),log(Ge/H(e))e,Acc_rate_Ge_steady_state,Sinking_time_Ge,mass_fraction_Ge,log(As/H(e)),log(As/H(e))e,log(Se/H(e)),log(Se/H(e))e,log(Sr/H(e)),log(Sr/H(e))e,Acc_rate_Sr_steady_state,Sinking_time_Sr,mass_fraction_Sr,log(Sn/H(e)),log(Sn/H(e))e,log(I/H(e)),log(I/H(e))e,log(Ba/H(e)),log(Ba/H(e))e,Acc_rate_Total_steady_state,Acc_rate_Total_increasing,Acc_rate_Total_decreasing
G 166-58,Xu 2019,G 166-58 Xu 2019,7390.0,200.0,7.99,0.1,H,,,224.527035200631,29.6248653518578,Gaia DR3 1281989124439286912,34.9975,0.0293,,,,disc,,,,,https://ui.adsabs.harvard.edu/abs/2019AJ....158..242X/abstract,infrared excess from Farihi 2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.06,0.05,5600000.0,,,,0.292887029288703,,,,,,,,-8.2,-1.0,4600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,-9.33,0.08,520000.0,,,,0.027196652719665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.22,0.13,13000000.0,,,,0.679916317991632,,,,,,-9.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG 1457-086,Xu 2019,PG 1457-086 Xu 2019,22240.0,400.0,7.99,0.1,H,,,224.970792143603,-8.8249016372065,Gaia DR3 6332172027974304512,9.5942,0.0581,,,,disc?,,,,,https://ui.adsabs.harvard.edu/abs/2019AJ....158..242X/abstract,infrared excess from Farihi 2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.47,0.2,12000000.0,,,,0.48582995951417,,,,,,,,-5.85,0.2,6800000.0,,,,0.275303643724696,,,,,,,,,,,,,,,,,,,,,,-6.23,0.2,5900000.0,,,,0.238866396761134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.0,-1.0,92000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GD 56,Xu 2019,GD 56 Xu 2019,15270.0,300.0,8.09,0.1,H,,,62.7590361116055,-3.9729407954265,Gaia DR3 3251748915515143296,13.973,0.0403,,,,disc,,,,,https://ui.adsabs.harvard.edu/abs/2019AJ....158..242X/abstract,infrared excess from Farihi 2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.55,0.2,10000000.0,,,,0.008894423196656,,,,,,,,-5.69,0.2,13000000.0,,,,0.011562750155652,,,,,,,,,,,,,,,,,,,,,,-6.86,0.2,1300000.0,,,,0.001156275015565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.44,0.2,1100000000.0,,,,0.978386551632127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HE 0106-3253,Xu 2019,HE 0106-3253 Xu 2019,17350.0,200.0,8.12,0.1,H,,,17.1501441631618,-32.6287158984877,Gaia DR3 5026963661794939520,14.5132,0.0399,,,,disc,,,,,https://ui.adsabs.harvard.edu/abs/2019AJ....158..242X/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.57,0.2,8900000.0,,,,0.01858813700919,,,,,,,,-5.48,0.05,20000000.0,,,,0.041771094402673,,,,,,,,,,,,,,,,,,,,,,-5.93,0.11,9900000.0,,,,0.020676691729323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.7,0.06,440000000.0,,,,0.918964076858814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG 1015+161,Xu 2019,PG 1015+161 Xu 2019,20420.0,350.0,8.11,0.1,H,,,154.515947266377,15.8662683405946,Gaia DR3 3888723386196630784,11.3617,0.0467,,,,disc,,,,,https://ui.adsabs.harvard.edu/abs/2019AJ....158..242X/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.6,0.2,9300000.0,,,,0.032711924023918,,,,,,,,-5.42,0.21,21000000.0,,,,0.073865634892719,,,,,,,,,,,,,,,,,,,,,,-6.4,0.2,4000000.0,,,,0.01406964474147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.92,0.2,250000000.0,,,,0.879352796341892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG 1018+411,Xu 2019,PG 1018+411 Xu 2019,24440.0,400.0,8.11,0.1,H,,,155.481284911781,40.837468298683,Gaia DR3 804169064957527552,7.3554,0.064,,,,disc,,,,,https://ui.adsabs.harvard.edu/abs/2019AJ....158..242X/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.86,0.2,63000000.0,,,,0.724137931034483,,,,,,,,-5.36,0.2,24000000.0,,,,0.275862068965517,,,,,,,,,,,,,,,,,,,,,,-5.0,-1.0,120000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.3,-1.0,1100000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WD 0107-192,Xu 2019,WD 0107-192 Xu 2019,15440.0,300.0,7.95,0.1,H,,,17.3881587811698,-19.0215442621803,Gaia DR3 2354670057156360576,10.5638,0.057,,,,disc?,,,,,https://ui.adsabs.harvard.edu/abs/2019AJ....158..242X/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.4,-1.0,1200000.0,,,,,,,,,,,,-5.2,-1.0,34000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,-7.77,0.2,130000.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.7,-1.0,390000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WD 1150-153,Xu 2019,WD 1150-153 Xu 2019,12640.0,200.0,8.22,0.1,H,,,178.313575535935,-15.6101406917686,Gaia DR3 3571559292842744960,14.0332,0.056,,,,disc,,,,,https://ui.adsabs.harvard.edu/abs/2019AJ....158..242X/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.14,0.2,10000000.0,,,,0.78740157480315,,,,,,,,-5.5,-1.0,43000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,-7.03,0.2,2700000.0,,,,0.21259842519685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.7,-1.0,100000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG 1541+651,Xu 2019,PG 1541+651 Xu 2019,11880.0,200.0,8.2,0.1,H,,,235.437039995386,64.8980493561043,Gaia DR3 1641326979142898048,17.9189,0.0242,,,,disc,,,,,https://ui.adsabs.harvard.edu/abs/2019AJ....158..242X/abstract,infrared excess from Kilic 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.5,-1.0,19000000.0,,,,,,,,,,,,-5.7,-1.0,81000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,-7.36,0.08,4100000.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.0,-1.0,140000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG 0843+517,Xu 2019,PG 0843+517 Xu 2019,24670.0,400.0,7.93,0.1,H,,,131.759533467425,51.481486699883,Gaia DR3 1029081452683108480,7.1954,0.0521,,,,disc,,,,,https://ui.adsabs.harvard.edu/abs/2019AJ....158..242X/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.82,0.2,57000000.0,,,,0.022155711898006,,,,,,,,-4.59,0.12,110000000.0,,,,0.042756636996152,,,,,,,,,,,,,,,,,,,,,,-6.26,0.2,5700000.0,,,,0.002215571189801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.84,0.18,2400000000.0,,,,0.932872079916042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WD 1226+110,Xu 2019,WD 1226+110 Xu 2019,23500.0,200.0,8.16,0.1,H,,,187.249725668925,10.6758461095646,Gaia DR3 3904415787947492096,7.7634,0.0662,,,,disc,gas,,,,https://ui.adsabs.harvard.edu/abs/2019AJ....158..242X/abstract,infrared excess from Farihi 2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.52,0.2,14000000.0,,,,0.062780269058296,,,,,,,,-4.64,0.15,140000000.0,,,,0.62780269058296,,,,,,,,,,,,,,,,,,,,,,-5.26,0.16,69000000.0,,,,0.309417040358744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.5,-1.0,720000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WD 1145+288,Xu 2019,WD 1145+288 Xu 2019,12140.0,210.0,8.14,0.1,H,,,176.994407925239,28.5322258092151,Gaia DR3 4019789359821201536,6.8347,0.1036,,,,Disc ?,gas,,,,https://ui.adsabs.harvard.edu/abs/2019AJ....158..242X/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.0,0.2,32000000.0,,,,0.100282043246631,,,,,,,,-4.7,-1.0,400000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,-6.88,0.08,7100000.0,,,,0.022250078345346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.43,0.2,280000000.0,,,,0.877467878408022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WD 0307+077,Xu 2019,WD 0307+077 Xu 2019,10230.0,200.0,7.96,0.1,H,,,47.5381617404379,7.958909404899,Gaia DR3 13611477211053824,15.156,0.0583,,,,disc,,,,,https://ui.adsabs.harvard.edu/abs/2019AJ....158..242X/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.58,0.07,45000000.0,,,,0.671641791044776,,,,,,,,-5.5,-1.0,610000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,-7.1,0.14,22000000.0,,,,0.328358208955224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.3,-1.0,270000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WD 2221-165,Xu 2019,WD 2221-165 Xu 2019,10130.0,200.0,8.15,0.1,H,,,336.072645088269,-16.2631004550916,Gaia DR3 2595728287804350720,18.8149,0.0463,,,,disc,,,,,https://ui.adsabs.harvard.edu/abs/2019AJ....158..242X/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.0,0.2,27000000.0,,,,0.675,,,,,,,,-5.0,-1.0,3000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,-7.52,0.15,13000000.0,,,,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.9,-1.0,1100000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G74-7,Zuckerman 1998,G74-7 Zuckerman 1998,7300.0,,,,H,,,32.8368420289973,39.9226434456872,Gaia DR3 333010327952701696,58.2306,0.0265,,,,,,,,,https://ui.adsabs.harvard.edu/abs/1998ApJ...505L.143Z/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GD 290,Zuckerman 1998,GD 290 Zuckerman 1998,9000.0,,,,H,,,86.9847597525615,57.9895776581084,Gaia DR3 269694160592289664,22.0278,0.0363,,,,,,,,,https://ui.adsabs.harvard.edu/abs/1998ApJ...505L.143Z/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GD 96,Zuckerman 1998,GD 96 Zuckerman 1998,7245.0,,,,H,,,132.289487984468,34.4965923870847,Gaia DR3 716504796716020352,32.4276,0.0376,,,,,,,,,https://ui.adsabs.harvard.edu/abs/1998ApJ...505L.143Z/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G238-44,Zuckerman 1998,G238-44 Zuckerman 1998,20000.0,,,,H,,,204.71032538364,70.2854557392278,Gaia DR3 1686708050268594944,37.7291,0.0287,,,,,,,,,https://ui.adsabs.harvard.edu/abs/1998ApJ...505L.143Z/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G29-38,Zuckerman 1998,G29-38 Zuckerman 1998,11500.0,,,,H,,,352.198485453251,5.2483986254174,Gaia DR3 2660358032257156736,57.062,0.0251,,,,disc,,,,,https://ui.adsabs.harvard.edu/abs/1998ApJ...505L.143Z/abstract,infrared excess from Farihi 2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WD0032-175,Zuckerman 2003,WD0032-175 Zuckerman 2003,9235.0,,8.0,,H,,,8.8229681116079,-17.3143254399973,Gaia DR3 2364319061964016512,29.94926651,0.028480139,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2003ApJ...596..477Z/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.198,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WD0543+579,Zuckerman 2003,WD0543+579 Zuckerman 2003,8142.0,,8.0,,H,,,86.9847597525615,57.9895776581084,Gaia DR3 269694160592289664,22.02776064,0.03627183,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2003ApJ...596..477Z/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.29,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WD0846+346,Zuckerman 2003,WD0846+346 Zuckerman 2003,7373.0,,8.0,,H,,,132.289487984468,34.4965923870847,Gaia DR3 716504796716020352,32.42763425,0.03761492,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2003ApJ...596..477Z/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.409,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WD1102-183,Zuckerman 2003,WD1102-183 Zuckerman 2003,8026.0,,8.0,,H,,,166.195344952267,-18.6203121083706,Gaia DR3 3552845261339955200,25.07695218,0.043357477,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2003ApJ...596..477Z/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.429,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WD1124-293,Zuckerman 2003,WD1124-293 Zuckerman 2003,9680.0,,8.0,,H,,,171.788551436567,-29.6697776552924,Gaia DR3 3482983495102507904,29.82702372,0.030435704,,,,disc,,,,,https://ui.adsabs.harvard.edu/abs/2003ApJ...596..477Z/abstract,Disc from absorption (Manser et al. 2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.533,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WD1204-136,Zuckerman 2003,WD1204-136 Zuckerman 2003,11468.0,,8.0,,H,,,181.734547740992,-13.8980660152092,Gaia DR3 3570694595665791232,20.40780011,0.043460626,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2003ApJ...596..477Z/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.716,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WD1407+425,Zuckerman 2003,WD1407+425 Zuckerman 2003,9856.0,,8.0,,H,,,212.438497740845,42.2668486014416,Gaia DR3 1498447607777405312,27.86208404,0.02338002,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2003ApJ...596..477Z/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.866,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WD1632+177,Zuckerman 2003,WD1632+177 Zuckerman 2003,10070.0,,7.99,,H,,,248.674365530445,17.609469188189,Gaia DR3 4466388790929771904,39.03397945,0.019681277,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2003ApJ...596..477Z/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.748,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WD1821-131,Zuckerman 2003,WD1821-131 Zuckerman 2003,7029.0,,8.38,,H,,,276.018953064345,-13.14508173038,Gaia DR3 4152557420406043264,52.46918029,0.03869167,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2003ApJ...596..477Z/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.706,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WD1826-045,Zuckerman 2003,WD1826-045 Zuckerman 2003,9480.0,,7.94,,H,,,277.291092152296,-4.4931910123358,Gaia DR3 4257461275049675008,38.75868769,0.04036885,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2003ApJ...596..477Z/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.826,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WD1826-045,Zuckerman 2003,WD1826-045 Zuckerman 2003,9480.0,,7.94,,H,,,277.291092152296,-4.4931910123358,Gaia DR3 4257461275049675008,38.75868769,0.04036885,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2003ApJ...596..477Z/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.826,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WD1202-232,Zuckerman 2003,WD1202-232 Zuckerman 2003,8619.0,,8.0,,H,,,181.361141290853,-23.5533719551429,Gaia DR3 3489719481290397696,95.90170124,0.018155761,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2003ApJ...596..477Z/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.775,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.85,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WD2326+049,Zuckerman 2003,WD2326+049 Zuckerman 2003,11600.0,,8.05,,H,,,352.198485453251,5.2483986254174,Gaia DR3 2660358032257156736,57.06200121,0.025052086,,,,disc,,,,,https://ui.adsabs.harvard.edu/abs/2003ApJ...596..477Z/abstract,infrared excess from Farihi 2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.83,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.926,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WD1257+278,Zuckerman 2003,WD1257+278 Zuckerman 2003,8481.0,,7.9,,H,,,194.944403104446,27.5678160742369,Gaia DR3 1460689760003983232,30.32293367,0.043275893,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2003ApJ...596..477Z/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.43,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.074,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WD1337+705,Zuckerman 2003,WD1337+705 Zuckerman 2003,20435.0,,7.87,,H,,,204.71032538364,70.2854557392278,Gaia DR3 1686708050268594944,37.7290701,0.028657429,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2003ApJ...596..477Z/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.35,0.0,,,,,,,,,,,,,-7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.666,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
